Jahr;Monat;Jahr und Monat;Geschlecht;Altersgruppe;Anzahl Verstorbene;Mittlere Bevölkerung;Rohe Sterbeziffer pro 1000 Einwohner;Erwartete Anzahl Verstorbene;Mittlere Referenzbevölkerung;Standardisierte Sterberate
2019;3;2019-03-01;Frauen;95-99;10;511;19.589;9;451;19.589
2019;4;2019-04-01;Frauen;95-99;10;518;19.305;9;451;19.305
2019;6;2019-06-01;Frauen;95-99;14;524;26.743;12;451;26.743
2019;12;2019-12-01;Frauen;95-99;18;519;34.716;16;451;34.716
2020;4;2020-04-01;Frauen;95-99;9;516;17.442;8;451;17.442
2020;5;2020-05-01;Frauen;95-99;8;520;15.385;7;451;15.385
2020;6;2020-06-01;Frauen;95-99;15;521;28.791;13;451;28.791
2020;7;2020-07-01;Frauen;95-99;16;520;30.799;14;451;30.799
2020;8;2020-08-01;Frauen;95-99;10;519;19.286;9;451;19.286
2020;9;2020-09-01;Frauen;95-99;15;521;28.818;13;451;28.818
2020;11;2020-11-01;Frauen;95-99;14;507;27.641;12;451;27.641
2020;12;2020-12-01;Frauen;95-99;18;503;35.821;16;451;35.821
2021;4;2021-04-01;Frauen;95-99;6;487;12.32;6;451;12.32
2021;7;2021-07-01;Frauen;95-99;15;495;30.334;14;451;30.334
2022;7;2022-07-01;Frauen;95-99;6;492;12.208;5;451;12.208
2022;9;2022-09-01;Frauen;95-99;13;496;26.21;12;451;26.21
2022;12;2022-12-01;Frauen;95-99;20;497;40.282;18;451;40.282
2023;1;2023-01-01;Frauen;95-99;25;491;50.968;23;451;50.968
2023;2;2023-02-01;Frauen;95-99;8;490;16.343;7;451;16.343
2023;7;2023-07-01;Frauen;95-99;18;514;35.054;16;451;35.054
2023;9;2023-09-01;Frauen;95-99;12;515;23.301;10;451;23.301
2023;11;2023-11-01;Frauen;95-99;11;515;21.38;10;451;21.38
2024;7;2024-07-01;Frauen;95-99;14;530;26.44;12;451;26.44
2024;9;2024-09-01;Frauen;95-99;13;520;25.024;11;451;25.024
2024;11;2024-11-01;Frauen;95-99;12;513;23.415;11;451;23.415
2025;4;2025-04-01;Frauen;95-99;16;502;31.873;14;451;31.873
2025;5;2025-05-01;Frauen;95-99;7;504;13.903;6;451;13.903
2012;2;2012-02-01;Frauen;Alle;110;100096;1.099;110;100028;1.099
2012;5;2012-05-01;Frauen;Alle;100;100339;0.997;100;100028;0.998
2012;6;2012-06-01;Frauen;Alle;93;100348;0.927;93;100028;0.928
2012;10;2012-10-01;Frauen;Alle;128;100697;1.271;127;100028;1.271
2013;2;2013-02-01;Frauen;Alle;88;100833;0.873;88;100028;0.875
2013;6;2013-06-01;Frauen;Alle;93;101132;0.92;92;100028;0.923
2013;11;2013-11-01;Frauen;Alle;99;101597;0.974;100;100028;0.998
2014;10;2014-10-01;Frauen;Alle;106;102012;1.039;105;100028;1.053
2014;12;2014-12-01;Frauen;Alle;100;102008;0.98;98;100028;0.979
2015;5;2015-05-01;Frauen;Alle;92;102150;0.901;91;100028;0.912
2015;6;2015-06-01;Frauen;Alle;89;102149;0.871;87;100028;0.874
2015;9;2015-09-01;Frauen;Alle;77;102226;0.753;76;100028;0.758
2015;11;2015-11-01;Frauen;Alle;77;102404;0.752;77;100028;0.771
2016;2;2016-02-01;Frauen;Alle;81;102196;0.793;80;100028;0.804
2016;5;2016-05-01;Frauen;Alle;97;102355;0.948;96;100028;0.958
2016;7;2016-07-01;Frauen;Alle;90;102241;0.88;88;100028;0.882
2016;11;2016-11-01;Frauen;Alle;91;102781;0.885;88;100028;0.879
2017;1;2017-01-01;Frauen;Alle;137;102649;1.335;135;100028;1.352
2017;2;2017-02-01;Frauen;Alle;108;102687;1.052;107;100028;1.067
2017;3;2017-03-01;Frauen;Alle;105;102691;1.022;101;100028;1.011
2017;7;2017-07-01;Frauen;Alle;93;102596;0.906;93;100028;0.927
2017;8;2017-08-01;Frauen;Alle;106;102645;1.033;105;100028;1.053
2017;10;2017-10-01;Frauen;Alle;93;102948;0.903;91;100028;0.914
2018;8;2018-08-01;Frauen;Alle;105;103188;1.018;103;100028;1.03
2018;10;2018-10-01;Frauen;Alle;96;103547;0.927;95;100028;0.947
2018;12;2018-12-01;Frauen;Alle;89;103548;0.86;86;100028;0.859
2019;3;2019-03-01;Frauen;Alle;109;103377;1.054;108;100028;1.077
2019;4;2019-04-01;Frauen;Alle;90;103410;0.87;88;100028;0.885
2020;1;2020-01-01;Frauen;Alle;102;103548;0.985;98;100028;0.979
2020;2;2020-02-01;Frauen;Alle;77;103756;0.742;75;100028;0.749
2020;6;2020-06-01;Frauen;Alle;85;103830;0.819;84;100028;0.842
2020;8;2020-08-01;Frauen;Alle;88;103690;0.849;88;100028;0.88
2020;9;2020-09-01;Frauen;Alle;84;103829;0.809;82;100028;0.82
2021;1;2021-01-01;Frauen;Alle;132;104021;1.269;130;100028;1.3
2021;3;2021-03-01;Frauen;Alle;85;103959;0.818;84;100028;0.844
2021;8;2021-08-01;Frauen;Alle;77;103288;0.745;75;100028;0.75
2021;10;2021-10-01;Frauen;Alle;98;103479;0.947;96;100028;0.962
2022;1;2022-01-01;Frauen;Alle;102;103868;0.982;100;100028;1.001
2022;4;2022-04-01;Frauen;Alle;108;104901;1.03;111;100028;1.108
2022;5;2022-05-01;Frauen;Alle;90;105095;0.856;89;100028;0.894
2022;10;2022-10-01;Frauen;Alle;92;105308;0.874;93;100028;0.925
2023;5;2023-05-01;Frauen;Alle;81;105813;0.766;80;100028;0.796
2023;8;2023-08-01;Frauen;Alle;94;105814;0.888;93;100028;0.934
2023;9;2023-09-01;Frauen;Alle;85;105918;0.803;85;100028;0.848
2024;2;2024-02-01;Frauen;Alle;93;106163;0.876;93;100028;0.932
2024;3;2024-03-01;Frauen;Alle;110;106354;1.034;108;100028;1.082
2024;6;2024-06-01;Frauen;Alle;84;106300;0.79;83;100028;0.834
2024;10;2024-10-01;Frauen;Alle;96;106503;0.901;94;100028;0.935
2024;12;2024-12-01;Frauen;Alle;106;106581;0.995;107;100028;1.066
2025;1;2025-01-01;Frauen;Alle;116;106588;1.088;115;100028;1.148
2025;3;2025-03-01;Frauen;Alle;98;106848;0.917;98;100028;0.977
2025;4;2025-04-01;Frauen;Alle;85;106965;0.795;85;100028;0.853
2025;5;2025-05-01;Frauen;Alle;74;107029;0.691;74;100028;0.739
2025;7;2025-07-01;Frauen;Alle;86;107069;0.803;86;100028;0.862
2025;8;2025-08-01;Frauen;Alle;67;107127;0.625;67;100028;0.667
2012;4;2012-04-01;Alle;0-4;1;8602;0.116;1;8484;0.116
2012;6;2012-06-01;Alle;0-4;3;8657;0.347;3;8484;0.347
2012;10;2012-10-01;Alle;0-4;2;8722;0.229;2;8484;0.229
2012;11;2012-11-01;Alle;0-4;1;8734;0.115;1;8484;0.115
2013;9;2013-09-01;Alle;0-4;1;9032;0.111;1;8484;0.111
2013;10;2013-10-01;Alle;0-4;;9053;0.0;0;8484;0.0
2013;12;2013-12-01;Alle;0-4;2;9078;0.22;2;8484;0.22
2014;2;2014-02-01;Alle;0-4;;9107;0.0;0;8484;0.0
2014;8;2014-08-01;Alle;0-4;1;9124;0.11;1;8484;0.11
2014;10;2014-10-01;Alle;0-4;2;9192;0.218;2;8484;0.218
2015;3;2015-03-01;Alle;0-4;1;9193;0.109;1;8484;0.109
2015;8;2015-08-01;Alle;0-4;;9226;0.0;0;8484;0.0
2015;10;2015-10-01;Alle;0-4;;9201;0.0;0;8484;0.0
2016;2;2016-02-01;Alle;0-4;;9246;0.0;0;8484;0.0
2016;5;2016-05-01;Alle;0-4;;9241;0.0;0;8484;0.0
2016;6;2016-06-01;Alle;0-4;1;9238;0.108;1;8484;0.108
2016;8;2016-08-01;Alle;0-4;;9253;0.0;0;8484;0.0
2016;9;2016-09-01;Alle;0-4;1;9306;0.107;1;8484;0.107
2016;12;2016-12-01;Alle;0-4;1;9326;0.107;1;8484;0.107
2017;4;2017-04-01;Alle;0-4;2;9271;0.216;2;8484;0.216
2018;1;2018-01-01;Alle;0-4;;9416;0.0;0;8484;0.0
2018;2;2018-02-01;Alle;0-4;;9407;0.0;0;8484;0.0
2018;11;2018-11-01;Alle;0-4;1;9665;0.103;1;8484;0.103
2019;2;2019-02-01;Alle;0-4;;9673;0.0;0;8484;0.0
2019;5;2019-05-01;Alle;0-4;1;9675;0.103;1;8484;0.103
2019;7;2019-07-01;Alle;0-4;1;9601;0.104;1;8484;0.104
2019;8;2019-08-01;Alle;0-4;;9617;0.0;0;8484;0.0
2020;2;2020-02-01;Alle;0-4;;9561;0.0;0;8484;0.0
2020;9;2020-09-01;Alle;0-4;2;9522;0.21;2;8484;0.21
2020;12;2020-12-01;Alle;0-4;;9424;0.0;0;8484;0.0
2021;6;2021-06-01;Alle;0-4;;9430;0.0;0;8484;0.0
2021;8;2021-08-01;Alle;0-4;;9348;0.0;0;8484;0.0
2021;11;2021-11-01;Alle;0-4;;9368;0.0;0;8484;0.0
2021;12;2021-12-01;Alle;0-4;1;9399;0.106;1;8484;0.106
2022;6;2022-06-01;Alle;0-4;1;9367;0.107;1;8484;0.107
2023;1;2023-01-01;Alle;0-4;2;9198;0.217;2;8484;0.217
2023;2;2023-02-01;Alle;0-4;1;9188;0.109;1;8484;0.109
2023;4;2023-04-01;Alle;0-4;;9161;0.0;0;8484;0.0
2023;6;2023-06-01;Alle;0-4;;9190;0.0;0;8484;0.0
2023;11;2023-11-01;Alle;0-4;1;9165;0.109;1;8484;0.109
2024;1;2024-01-01;Alle;0-4;1;9174;0.109;1;8484;0.109
2024;6;2024-06-01;Alle;0-4;;9212;0.0;0;8484;0.0
2024;8;2024-08-01;Alle;0-4;;9181;0.0;0;8484;0.0
2024;10;2024-10-01;Alle;0-4;;9134;0.0;0;8484;0.0
2025;1;2025-01-01;Alle;0-4;1;9102;0.11;1;8484;0.11
2025;2;2025-02-01;Alle;0-4;1;9115;0.11;1;8484;0.11
2025;4;2025-04-01;Alle;0-4;1;9160;0.109;1;8484;0.109
2025;6;2025-06-01;Alle;0-4;;9124;0.0;0;8484;0.0
2025;7;2025-07-01;Alle;0-4;;9151;0.0;0;8484;0.0
2025;8;2025-08-01;Alle;0-4;;9159;0.0;0;8484;0.0
2012;2;2012-02-01;Alle;10-14;;7186;0.0;0;7185;0.0
2012;3;2012-03-01;Alle;10-14;;7197;0.0;0;7185;0.0
2012;4;2012-04-01;Alle;10-14;;7215;0.0;0;7185;0.0
2012;7;2012-07-01;Alle;10-14;;7216;0.0;0;7185;0.0
2012;8;2012-08-01;Alle;10-14;;7223;0.0;0;7185;0.0
2012;10;2012-10-01;Alle;10-14;;7223;0.0;0;7185;0.0
2012;11;2012-11-01;Alle;10-14;;7221;0.0;0;7185;0.0
2013;1;2013-01-01;Alle;10-14;;7227;0.0;0;7185;0.0
2013;5;2013-05-01;Alle;10-14;;7182;0.0;0;7185;0.0
2013;9;2013-09-01;Alle;10-14;;7223;0.0;0;7185;0.0
2013;12;2013-12-01;Alle;10-14;;7233;0.0;0;7185;0.0
2014;3;2014-03-01;Alle;10-14;;7189;0.0;0;7185;0.0
2014;4;2014-04-01;Alle;10-14;;7167;0.0;0;7185;0.0
2014;6;2014-06-01;Alle;10-14;;7174;0.0;0;7185;0.0
2014;8;2014-08-01;Alle;10-14;;7204;0.0;0;7185;0.0
2015;1;2015-01-01;Alle;10-14;;7230;0.0;0;7185;0.0
2015;2;2015-02-01;Alle;10-14;;7203;0.0;0;7185;0.0
2015;3;2015-03-01;Alle;10-14;;7192;0.0;0;7185;0.0
2015;6;2015-06-01;Alle;10-14;;7224;0.0;0;7185;0.0
2015;7;2015-07-01;Alle;10-14;;7223;0.0;0;7185;0.0
2015;11;2015-11-01;Alle;10-14;;7309;0.0;0;7185;0.0
2016;12;2016-12-01;Alle;10-14;;7380;0.0;0;7185;0.0
2017;2;2017-02-01;Alle;10-14;;7405;0.0;0;7185;0.0
2017;3;2017-03-01;Alle;10-14;;7400;0.0;0;7185;0.0
2017;4;2017-04-01;Alle;10-14;;7389;0.0;0;7185;0.0
2017;6;2017-06-01;Alle;10-14;;7383;0.0;0;7185;0.0
2017;11;2017-11-01;Alle;10-14;;7517;0.0;0;7185;0.0
2017;12;2017-12-01;Alle;10-14;;7527;0.0;0;7185;0.0
2018;9;2018-09-01;Alle;10-14;;7745;0.0;0;7185;0.0
2018;10;2018-10-01;Alle;10-14;;7753;0.0;0;7185;0.0
2018;11;2018-11-01;Alle;10-14;;7753;0.0;0;7185;0.0
2019;5;2019-05-01;Alle;10-14;;7796;0.0;0;7185;0.0
2019;9;2019-09-01;Alle;10-14;;7865;0.0;0;7185;0.0
2019;10;2019-10-01;Alle;10-14;;7842;0.0;0;7185;0.0
2019;12;2019-12-01;Alle;10-14;;7848;0.0;0;7185;0.0
2020;4;2020-04-01;Alle;10-14;;7923;0.0;0;7185;0.0
2020;5;2020-05-01;Alle;10-14;;7927;0.0;0;7185;0.0
2020;11;2020-11-01;Alle;10-14;;8058;0.0;0;7185;0.0
2021;3;2021-03-01;Alle;10-14;;8125;0.0;0;7185;0.0
2021;5;2021-05-01;Alle;10-14;;8164;0.0;0;7185;0.0
2022;6;2022-06-01;Alle;10-14;;8504;0.0;0;7185;0.0
2022;7;2022-07-01;Alle;10-14;;8533;0.0;0;7185;0.0
2022;8;2022-08-01;Alle;10-14;;8572;0.0;0;7185;0.0
2022;9;2022-09-01;Alle;10-14;;8598;0.0;0;7185;0.0
2022;11;2022-11-01;Alle;10-14;;8590;0.0;0;7185;0.0
2023;5;2023-05-01;Alle;10-14;;8720;0.0;0;7185;0.0
2023;10;2023-10-01;Alle;10-14;;8717;0.0;0;7185;0.0
2023;12;2023-12-01;Alle;10-14;;8767;0.0;0;7185;0.0
2024;3;2024-03-01;Alle;10-14;;8803;0.0;0;7185;0.0
2024;5;2024-05-01;Alle;10-14;;8826;0.0;0;7185;0.0
2024;6;2024-06-01;Alle;10-14;1;8827;0.113;1;7185;0.113
2025;2;2025-02-01;Alle;10-14;;8977;0.0;0;7185;0.0
2025;5;2025-05-01;Alle;10-14;;9061;0.0;0;7185;0.0
2025;8;2025-08-01;Alle;10-14;;9112;0.0;0;7185;0.0
2012;5;2012-05-01;Alle;100+;3;76;39.735;3;72;39.735
2012;10;2012-10-01;Alle;100+;4;78;51.613;4;72;51.613
2013;2;2013-02-01;Alle;100+;3;78;38.71;3;72;38.71
2013;4;2013-04-01;Alle;100+;6;80;75.472;5;72;75.472
2013;5;2013-05-01;Alle;100+;3;81;37.037;3;72;37.037
2013;6;2013-06-01;Alle;100+;2;85;23.529;2;72;23.529
2013;9;2013-09-01;Alle;100+;5;90;55.556;4;72;55.556
2013;10;2013-10-01;Alle;100+;3;89;33.708;2;72;33.708
2014;4;2014-04-01;Alle;100+;1;84;11.905;1;72;11.905
2014;5;2014-05-01;Alle;100+;3;86;35.088;3;72;35.088
2014;7;2014-07-01;Alle;100+;4;91;43.956;3;72;43.956
2014;8;2014-08-01;Alle;100+;4;93;43.243;3;72;43.243
2014;12;2014-12-01;Alle;100+;4;84;47.904;3;72;47.904
2015;4;2015-04-01;Alle;100+;4;80;50.314;4;72;50.314
2015;5;2015-05-01;Alle;100+;3;78;38.71;3;72;38.71
2015;6;2015-06-01;Alle;100+;5;75;66.667;5;72;66.667
2015;7;2015-07-01;Alle;100+;2;73;27.586;2;72;27.586
2015;8;2015-08-01;Alle;100+;1;74;13.514;1;72;13.514
2015;9;2015-09-01;Alle;100+;;79;0.0;0;72;0.0
2015;10;2015-10-01;Alle;100+;;84;0.0;0;72;0.0
2015;11;2015-11-01;Alle;100+;4;89;45.198;3;72;45.198
2016;6;2016-06-01;Alle;100+;1;83;12.048;1;72;12.048
2016;8;2016-08-01;Alle;100+;4;83;48.485;3;72;48.485
2016;10;2016-10-01;Alle;100+;4;87;46.243;3;72;46.243
2016;12;2016-12-01;Alle;100+;6;86;69.767;5;72;69.767
2017;5;2017-05-01;Alle;100+;2;80;25.157;2;72;25.157
2017;6;2017-06-01;Alle;100+;4;79;50.633;4;72;50.633
2017;11;2017-11-01;Alle;100+;2;78;25.641;2;72;25.641
2018;5;2018-05-01;Alle;100+;3;78;38.462;3;72;38.462
2018;7;2018-07-01;Alle;100+;1;78;12.903;1;72;12.903
2018;9;2018-09-01;Alle;100+;2;81;24.845;2;72;24.845
2018;10;2018-10-01;Alle;100+;3;79;37.975;3;72;37.975
2019;1;2019-01-01;Alle;100+;3;75;40.0;3;72;40.0
2019;2;2019-02-01;Alle;100+;1;76;13.245;1;72;13.245
2019;5;2019-05-01;Alle;100+;;75;0.0;0;72;0.0
2019;7;2019-07-01;Alle;100+;5;81;61.728;4;72;61.728
2019;8;2019-08-01;Alle;100+;4;80;50.0;4;72;50.0
2020;1;2020-01-01;Alle;100+;3;73;41.096;3;72;41.096
2020;5;2020-05-01;Alle;100+;3;72;41.958;3;72;41.958
2020;6;2020-06-01;Alle;100+;6;69;86.957;6;72;86.957
2020;7;2020-07-01;Alle;100+;3;67;44.776;3;72;44.776
2020;8;2020-08-01;Alle;100+;5;68;73.529;5;72;73.529
2020;9;2020-09-01;Alle;100+;2;69;28.986;2;72;28.986
2020;12;2020-12-01;Alle;100+;7;75;93.96;7;72;93.96
2021;2;2021-02-01;Alle;100+;5;71;70.423;5;72;70.423
2021;10;2021-10-01;Alle;100+;5;79;63.291;5;72;63.291
2021;12;2021-12-01;Alle;100+;7;74;95.238;7;72;95.238
2022;2;2022-02-01;Alle;100+;2;68;29.412;2;72;29.412
2022;7;2022-07-01;Alle;100+;5;70;71.429;5;72;71.429
2022;9;2022-09-01;Alle;100+;3;68;44.118;3;72;44.118
2023;11;2023-11-01;Alle;100+;5;91;54.945;4;72;54.945
2023;12;2023-12-01;Alle;100+;9;89;101.69;7;72;101.69
2024;1;2024-01-01;Alle;100+;3;89;33.708;2;72;33.708
2024;3;2024-03-01;Alle;100+;7;88;79.545;6;72;79.545
2024;4;2024-04-01;Alle;100+;1;87;11.494;1;72;11.494
2024;7;2024-07-01;Alle;100+;3;99;30.303;2;72;30.303
2024;9;2024-09-01;Alle;100+;7;91;77.348;6;72;77.348
2024;11;2024-11-01;Alle;100+;6;85;71.006;5;72;71.006
2024;12;2024-12-01;Alle;100+;5;87;57.803;4;72;57.803
2025;1;2025-01-01;Alle;100+;3;88;34.286;2;72;34.286
2025;3;2025-03-01;Alle;100+;5;84;59.524;4;72;59.524
2025;5;2025-05-01;Alle;100+;3;84;35.928;3;72;35.928
2025;10;2025-10-01;Alle;100+;4;91;43.956;3;72;43.956
2012;1;2012-01-01;Alle;15-19;;8196;0.0;0;8196;0.0
2012;3;2012-03-01;Alle;15-19;;8096;0.0;0;8196;0.0
2012;5;2012-05-01;Alle;15-19;;8055;0.0;0;8196;0.0
2012;6;2012-06-01;Alle;15-19;1;8043;0.124;1;8196;0.124
2012;9;2012-09-01;Alle;15-19;;8040;0.0;0;8196;0.0
2012;10;2012-10-01;Alle;15-19;;8064;0.0;0;8196;0.0
2012;12;2012-12-01;Alle;15-19;;8037;0.0;0;8196;0.0
2013;1;2013-01-01;Alle;15-19;;8020;0.0;0;8196;0.0
2013;8;2013-08-01;Alle;15-19;;7892;0.0;0;8196;0.0
2013;9;2013-09-01;Alle;15-19;;7919;0.0;0;8196;0.0
2014;2;2014-02-01;Alle;15-19;;7973;0.0;0;8196;0.0
2014;3;2014-03-01;Alle;15-19;1;7960;0.126;1;8196;0.126
2014;4;2014-04-01;Alle;15-19;;7950;0.0;0;8196;0.0
2014;5;2014-05-01;Alle;15-19;;7937;0.0;0;8196;0.0
2014;8;2014-08-01;Alle;15-19;;7879;0.0;0;8196;0.0
2014;11;2014-11-01;Alle;15-19;1;7909;0.126;1;8196;0.126
2014;12;2014-12-01;Alle;15-19;;7883;0.0;0;8196;0.0
2015;1;2015-01-01;Alle;15-19;;7885;0.0;0;8196;0.0
2015;10;2015-10-01;Alle;15-19;;7947;0.0;0;8196;0.0
2016;4;2016-04-01;Alle;15-19;;7931;0.0;0;8196;0.0
2016;10;2016-10-01;Alle;15-19;;7922;0.0;0;8196;0.0
2016;12;2016-12-01;Alle;15-19;;7901;0.0;0;8196;0.0
2017;3;2017-03-01;Alle;15-19;;7857;0.0;0;8196;0.0
2017;4;2017-04-01;Alle;15-19;;7846;0.0;0;8196;0.0
2017;5;2017-05-01;Alle;15-19;;7824;0.0;0;8196;0.0
2018;3;2018-03-01;Alle;15-19;;7787;0.0;0;8196;0.0
2018;5;2018-05-01;Alle;15-19;;7750;0.0;0;8196;0.0
2018;6;2018-06-01;Alle;15-19;;7734;0.0;0;8196;0.0
2018;10;2018-10-01;Alle;15-19;;7775;0.0;0;8196;0.0
2018;11;2018-11-01;Alle;15-19;1;7782;0.129;1;8196;0.129
2018;12;2018-12-01;Alle;15-19;;7783;0.0;0;8196;0.0
2019;4;2019-04-01;Alle;15-19;1;7646;0.131;1;8196;0.131
2019;5;2019-05-01;Alle;15-19;;7630;0.0;0;8196;0.0
2019;6;2019-06-01;Alle;15-19;;7617;0.0;0;8196;0.0
2019;10;2019-10-01;Alle;15-19;;7668;0.0;0;8196;0.0
2019;12;2019-12-01;Alle;15-19;;7688;0.0;0;8196;0.0
2020;1;2020-01-01;Alle;15-19;;7653;0.0;0;8196;0.0
2020;3;2020-03-01;Alle;15-19;1;7584;0.132;1;8196;0.132
2020;4;2020-04-01;Alle;15-19;;7577;0.0;0;8196;0.0
2020;7;2020-07-01;Alle;15-19;;7562;0.0;0;8196;0.0
2020;9;2020-09-01;Alle;15-19;;7647;0.0;0;8196;0.0
2020;11;2020-11-01;Alle;15-19;;7719;0.0;0;8196;0.0
2021;1;2021-01-01;Alle;15-19;;7704;0.0;0;8196;0.0
2021;2;2021-02-01;Alle;15-19;1;7695;0.13;1;8196;0.13
2021;3;2021-03-01;Alle;15-19;;7679;0.0;0;8196;0.0
2021;9;2021-09-01;Alle;15-19;;7689;0.0;0;8196;0.0
2021;10;2021-10-01;Alle;15-19;2;7743;0.258;2;8196;0.258
2021;11;2021-11-01;Alle;15-19;;7792;0.0;0;8196;0.0
2022;2;2022-02-01;Alle;15-19;;7852;0.0;0;8196;0.0
2022;4;2022-04-01;Alle;15-19;1;7920;0.126;1;8196;0.126
2022;7;2022-07-01;Alle;15-19;;7934;0.0;0;8196;0.0
2022;11;2022-11-01;Alle;15-19;;8125;0.0;0;8196;0.0
2023;7;2023-07-01;Alle;15-19;;8248;0.0;0;8196;0.0
2023;11;2023-11-01;Alle;15-19;;8414;0.0;0;8196;0.0
2023;12;2023-12-01;Alle;15-19;;8419;0.0;0;8196;0.0
2024;1;2024-01-01;Alle;15-19;;8400;0.0;0;8196;0.0
2024;2;2024-02-01;Alle;15-19;1;8417;0.119;1;8196;0.119
2024;3;2024-03-01;Alle;15-19;;8464;0.0;0;8196;0.0
2024;7;2024-07-01;Alle;15-19;;8531;0.0;0;8196;0.0
2024;11;2024-11-01;Alle;15-19;;8661;0.0;0;8196;0.0
2024;12;2024-12-01;Alle;15-19;;8680;0.0;0;8196;0.0
2025;6;2025-06-01;Alle;15-19;1;8695;0.115;1;8196;0.115
2025;7;2025-07-01;Alle;15-19;;8708;0.0;0;8196;0.0
2012;5;2012-05-01;Alle;20-24;1;12181;0.082;1;12108;0.082
2012;7;2012-07-01;Alle;20-24;;12110;0.0;0;12108;0.0
2012;8;2012-08-01;Alle;20-24;;12043;0.0;0;12108;0.0
2012;11;2012-11-01;Alle;20-24;;12319;0.0;0;12108;0.0
2013;1;2013-01-01;Alle;20-24;;12292;0.0;0;12108;0.0
2013;2;2013-02-01;Alle;20-24;;12310;0.0;0;12108;0.0
2013;4;2013-04-01;Alle;20-24;;12359;0.0;0;12108;0.0
2013;8;2013-08-01;Alle;20-24;2;12177;0.164;2;12108;0.164
2013;9;2013-09-01;Alle;20-24;;12204;0.0;0;12108;0.0
2013;12;2013-12-01;Alle;20-24;;12226;0.0;0;12108;0.0
2014;2;2014-02-01;Alle;20-24;;12128;0.0;0;12108;0.0
2014;4;2014-04-01;Alle;20-24;;12052;0.0;0;12108;0.0
2014;6;2014-06-01;Alle;20-24;;11977;0.0;0;12108;0.0
2015;4;2015-04-01;Alle;20-24;;11875;0.0;0;12108;0.0
2015;8;2015-08-01;Alle;20-24;1;11645;0.086;1;12108;0.086
2016;5;2016-05-01;Alle;20-24;;11750;0.0;0;12108;0.0
2016;10;2016-10-01;Alle;20-24;;11571;0.0;0;12108;0.0
2017;4;2017-04-01;Alle;20-24;2;11397;0.175;2;12108;0.175
2017;5;2017-05-01;Alle;20-24;;11365;0.0;0;12108;0.0
2017;10;2017-10-01;Alle;20-24;;11274;0.0;0;12108;0.0
2017;11;2017-11-01;Alle;20-24;;11314;0.0;0;12108;0.0
2018;1;2018-01-01;Alle;20-24;;11278;0.0;0;12108;0.0
2019;5;2019-05-01;Alle;20-24;;11164;0.0;0;12108;0.0
2019;8;2019-08-01;Alle;20-24;2;10915;0.183;2;12108;0.183
2019;10;2019-10-01;Alle;20-24;;11026;0.0;0;12108;0.0
2019;11;2019-11-01;Alle;20-24;1;11067;0.09;1;12108;0.09
2020;1;2020-01-01;Alle;20-24;;11022;0.0;0;12108;0.0
2020;4;2020-04-01;Alle;20-24;;11135;0.0;0;12108;0.0
2020;6;2020-06-01;Alle;20-24;;11014;0.0;0;12108;0.0
2020;9;2020-09-01;Alle;20-24;;10938;0.0;0;12108;0.0
2021;3;2021-03-01;Alle;20-24;;11155;0.0;0;12108;0.0
2021;4;2021-04-01;Alle;20-24;;11134;0.0;0;12108;0.0
2021;9;2021-09-01;Alle;20-24;;10650;0.0;0;12108;0.0
2021;10;2021-10-01;Alle;20-24;1;10802;0.093;1;12108;0.093
2021;11;2021-11-01;Alle;20-24;;10941;0.0;0;12108;0.0
2021;12;2021-12-01;Alle;20-24;;10945;0.0;0;12108;0.0
2022;4;2022-04-01;Alle;20-24;;11064;0.0;0;12108;0.0
2022;5;2022-05-01;Alle;20-24;1;11049;0.091;1;12108;0.091
2022;7;2022-07-01;Alle;20-24;;10911;0.0;0;12108;0.0
2022;8;2022-08-01;Alle;20-24;;10836;0.0;0;12108;0.0
2023;7;2023-07-01;Alle;20-24;;10913;0.0;0;12108;0.0
2023;9;2023-09-01;Alle;20-24;;10913;0.0;0;12108;0.0
2024;1;2024-01-01;Alle;20-24;;11061;0.0;0;12108;0.0
2024;2;2024-02-01;Alle;20-24;1;11061;0.09;1;12108;0.09
2024;7;2024-07-01;Alle;20-24;;10928;0.0;0;12108;0.0
2024;8;2024-08-01;Alle;20-24;;10835;0.0;0;12108;0.0
2025;1;2025-01-01;Alle;20-24;;11151;0.0;0;12108;0.0
2025;2;2025-02-01;Alle;20-24;1;11158;0.09;1;12108;0.09
2025;5;2025-05-01;Alle;20-24;;11134;0.0;0;12108;0.0
2025;8;2025-08-01;Alle;20-24;;11017;0.0;0;12108;0.0
2025;9;2025-09-01;Alle;20-24;;11172;0.0;0;12108;0.0
2025;10;2025-10-01;Alle;20-24;;11366;0.0;0;12108;0.0
2012;2;2012-02-01;Alle;25-29;;16156;0.0;0;16135;0.0
2012;3;2012-03-01;Alle;25-29;;16156;0.0;0;16135;0.0
2012;5;2012-05-01;Alle;25-29;;16161;0.0;0;16135;0.0
2012;6;2012-06-01;Alle;25-29;;16155;0.0;0;16135;0.0
2012;7;2012-07-01;Alle;25-29;;16150;0.0;0;16135;0.0
2012;10;2012-10-01;Alle;25-29;1;16125;0.062;1;16135;0.062
2013;2;2013-02-01;Alle;25-29;2;16039;0.125;2;16135;0.125
2013;7;2013-07-01;Alle;25-29;;16203;0.0;0;16135;0.0
2013;9;2013-09-01;Alle;25-29;1;16312;0.061;1;16135;0.061
2013;12;2013-12-01;Alle;25-29;1;16367;0.061;1;16135;0.061
